username,rating,comment,date;;;;
"Ackyl,1,""barang gasampe2, padahal pake kurir sendiri kurir spx. tulisan sih next day tapi status stuck mulu di gudang. gak akan pake aplikasi ini lagi deh. pelayanan paling buruk. cs juga ga bantu sama sekali."",2025-04-27 08:01:44";;;;
alfin ihsan,5,surga belanja,2025-04-27 07:52:47;;;;
"Supiyah Senan,5,""dengan adanya shopee sangat memudahkan Jual beli Dan aman, Trima kasih shopee 🫰🫰💕💕"",2025-04-27 07:36:29";;;;
"Aida,2,""disuruh verifikasi via link yg dikirim lewat SMS, tapi link nya nggak dikirim-kirim via SMS. otomatis saya klik lah coba lagi, Dan itu berulang sampai 2 kali. eh, muncul lagi tulisan disuruh coba lagi Karena keseringan. jangan mempersulit orang dong. ini mau menyelesaikan pesanan ga bisa-bisa..."",2025-04-27 07:29:17";;;;
Mursalin Games,1,ini kenapa sih tiap buka aplikasi selalu kebuka halaman Video? ganggu,2025-04-27 07:07:10;;;;
Tia Krisdianti,5,Good,2025-04-27 05:35:08;;;;
Hana,5,so far so good,2025-04-27 02:00:44;;;;
"motley crüe,1,""dipencet tidak menyukai produk malah tambah di liatin banyak, dimunculin banyak, mikir."",2025-04-27 01:36:02";;;;
"hafizha pasha,1,""Kebijakan pengembalian dana akibat keterlambatan SpX amat merugikan pembeli. Estimasi maksimal pengantaran barang dimundurkan terus secara sepihak agar pembeli tidak bisa mengajukan pengembalian dana. Hanya JNT alasan sy bertahan di shopee. Sekarang JNT malah cerai dengan shopee, maka saya uninstall. shopee."",2025-04-26 23:34:23";;;;
"Ngkong Roses,1,""Saat ini aplikasi sering terbuka sendiri dan melakukan auto download kemudian install aplikasi lain untuk menautkan aplikasi keuangan. Ini berbahaya. Kalau tidak ada perbaikan, bye bye."",2025-04-26 23:30:44";;;;
Mohammad Yasin,5,best,2025-04-26 21:13:03;;;;
Hapsari Kharis,5,Memuaskan selalu pakai shopee gak mau yg lain,2025-04-26 20:05:54;;;;
Binsar Tulus Halomoan Nainggolan,5,I like the convenient of buying goods from this app,2025-04-26 19:58:26;;;;
Eva Ratna Utami,5,nice,2025-04-26 19:41:48;;;;
Aldino Dwi Anugerah,1,RIP customer handling,2025-04-26 19:40:32;;;;
Johannes Bambang Wirawan,5,Nice e-commerce app.,2025-04-26 19:15:54;;;;
Adianto Gunawan,4,Not responsive. App is lagging compared to the other online store app.,2025-04-26 19:13:16;;;;
Aditya Ingsunsari,1,kirim foto ke penjual via chat susah bgt.. selalu loading,2025-04-26 18:40:12;;;;
"Xenos,1,""Shopeefood deals lawak. Kirain deal beneran, eh vouchernya bayar, lalu makanan nya bayar lagi jadi total lebih mahal dari biasanya. Hahahahhaha. Desperado banget bikin promo muter2 jadi customer yg males baca syarat2 macam gw ketipu. Good Job! Serem sama balasan cs / dev nya ditunggu lho 😀. Cek database aja ya utk review bintang 1 di restonya juga ga lebih dari 1 jam ini. Masa kerjanya mau disuapin kl emg niat benerin promo ngaconya."",2025-04-26 18:23:03";;;;
Alfaqih seluler,5,tempat belanja nyaman,2025-04-26 17:44:31;;;;
rudy sapardi,5,good price n more promotion,2025-04-26 17:38:43;;;;
raden dwinanto,5,banyak promo dan lengkap,2025-04-26 17:32:16;;;;
"Qey,1,""WOYYY LU NGAPA HAPUS JNE JNT LOLOT?? SEJAK DI APUS TU BARANG LELET BGT DATENG NYA, 3 MINGGUAN?? LAWAK LUU"",2025-04-26 17:25:10";;;;
"Yoshino Milyard,1,""Aplikasi gak guna. Selalu bermasalah utk verifikasi. Pakai Whatsapp, tertulis tidak bisa. Pakai Google, masuk, error saat minta OTP, tertulis tdk bisa lewat sms. Mending marketplace lain. Simpel"",2025-04-26 17:06:39";;;;
imam ghozali,5,Semua Bisa di COD proses cepat,2025-04-26 16:56:30;;;;
"Hartono,5,""can shopee provide more language since more foreign user had difficulty to use this apps, such as Arabic, Chinese etc"",2025-04-26 16:43:49";;;;
rexar ragnarok,5,nice,2025-04-26 15:27:25;;;;
"Ahmad Ilyas,1,""Pesanannya lama belum sampai-sampai, ga work it"",2025-04-26 14:43:18";;;;
wirana leman,5,Never disappointed so far. Thanks SHOPEE. It's getting CHEAPER too. Thanks,2025-04-26 14:22:56;;;;
Indra Gama,5,belanja,2025-04-26 14:07:54;;;;
Matt,5,live nya aja sih yang ganggu banget jadi di silang terus setiap product yang kita lihat selebihnya bagus edit: malah di suruh clear cache udh tau interface nya yang ganggu.,2025-04-26 13:37:37;;;;
"Fajar,5,""Belanja Aman dan terlindungi, semoga kedepan banyak promo dan diskon besar baik untuk pembeli dan penjual."",2025-04-26 13:36:31";;;;
Editha Syafia Qurratu Aini,1,Kurir shopee di Surabaya hell no banget. Saya gaada mengkonfirmasi pengiriman ulang apa apa dan kurir tidak ada menghubungi saya sama sekali tapi selalu ditulisnya pembeli mengkonfirmasi pengiriman ulang. pengiriman ulang akan dilakukan besok. Saya butuh barangnya hari ini. Setiap kali saya beli sesuatu yang urgent di hari tersebut pasti selalu ditulis pembeli mengkonfirmasi pengiriman ulang. Dan tidak ada nomor kurir yang bisa saya hubungi.,2025-04-26 13:35:12;;;;
Bigner Willy,5,banyak barang,2025-04-26 12:26:29;;;;
"Pratama IX,1,""update terbarunya yg nambahin live di shopee food ngeganggu banget pas mau pesen makan, minimal bisa di hide atau mute lah"",2025-04-26 12:19:53";;;;
Donny Montreano,5,suka karena lacak lebih detil,2025-04-26 12:17:31;;;;
"Dark Player,1,""norak, suara videonya ga mau mati. dipaksa denger sampai males buka shopee lagi"",2025-04-26 12:12:44";;;;
Billy Nasution,5,🦄👍,2025-04-26 12:08:02;;;;
DJAYA multimedia mulyosari,5,goood,2025-04-26 12:00:35;;;;
Adinda Agustina,1,uangku hilang pepekkk,2025-04-26 11:47:31;;;;
DQ,5,good app and good services,2025-04-26 11:27:09;;;;
Sudarmanto Jaya natan,5,the best,2025-04-26 11:26:45;;;;
Busrah Alfajrih,5,terimakasih atas respon serta pelayanan nya,2025-04-26 10:40:20;;;;
Susan Puspawiguna,4,cermat krn msh ada toko yg menipu,2025-04-26 10:40:12;;;;
Landscape Photography,5,ok,2025-04-26 09:56:51;;;;
Christiany Patrisia Tumbelaka,4,best app but there's 1 problem issue the load screen always go away and after few hours it's still did not open the shopee app,2025-04-26 09:31:00;;;;
Amran Ran,5,Siiiip,2025-04-26 08:45:02;;;;
Aldy,1,The worse performing app ever,2025-04-26 07:58:46;;;;
"Infinix AA Adh,1,""udah cape cape liatin iklan, dpt nya telor asin, telor ayam & telor busuk 🤦‍♂️"",2025-04-26 07:53:34";;;;
"Jaya Smile,1,""makin gak jelas sekarang, banyak biaya tambahan. terus pesan barang dibatalkan tanpa chat ke saya. banyak juga toko fake (penipuan)"",2025-04-26 07:53:30";;;;
Gue Pipiet,5,so far so good,2025-04-26 07:53:00;;;;
"Rani Rani,5,""Alhamdulillah saya order semua dpt sesuai pesanan ,jasa pengiriman tepat waktu."",2025-04-26 07:19:19";;;;
"Fransiska Lastarida,1,""jujur ya, sebagai seller yang menjual barang di shopee, aplikasi shopee terkadang suka nyebelin. suka banget tiba2 sistemnya bermasalah. tiba2 toko tidak muncul waktu di search di 3 hp berbeda. padahal kesehatan toko saya baik. dan udah kali ke 2 nya ngalamin hal kayak gini. bagi saya ini merugikan penjual sih, apalagi kalo permasalahan toko tidak muncul ini berpengaruh kepada produk yang saya jual dan saya iklankan, otomatis logikanya ga akan muncul juga jadinya."",2025-04-26 07:06:15";;;;
she she,5,Banyak barang tersedia di marketplace ini. Fitur mudah dipahami.,2025-04-26 05:46:39;;;;
suwarno amaratirta,1,sejelek inikah user interface nya. udah tahunan lho...,2025-04-26 05:22:12;;;;
Daniel Puar,5,mantaaaaapppppp,2025-04-26 03:40:11;;;;
"Kusdianto Yang,2,""Ini aplikasi selalu ga bisa ditekan back, dikit2 update. kebutuhan apa yang buat kalian ga ampe seminggu update appnya skali, bukannya perbaiki bug tpi malah makin banyak fitur yg bikin berat appnya."",2025-04-26 02:23:39";;;;
jaga sura,5,good,2025-04-26 01:37:32;;;;
"andi Rahman,1,""Sekarang tiap pertama kali buka shoope, langsung keluar live video, saya maklumi lah, tapi sekarang sekarang sangat sangat sangat menjebak sekali, pas masuk dan suaranya keras sekali mirip wanita mendesah, dari 5x buka shopee 2x nya keluar suara mirip mendesah perempuan yg sangat kencang.. kalau lagi ingat saya kecilin dulu suaranya sebelum buka shopee .. ini sialnya keluapaan, sehabis jumatan saya buka shopee volume masih maksimal (teguran dari tuhan bukannya berdo malah buka shopee duhh 🤮"",2025-04-26 00:51:28";;;;
"S E O DedHat,1,""pengiriman terlalu lama, pesan tgl 22, estimasi tiba tgl 8 bulan berikutnya.. padahal di awal tanggalnya tiba tgl 30"",2025-04-26 00:21:06";;;;
Rama Ardiaga,5,Mantap👍,2025-04-26 00:19:06;;;;
Yovi Yovi,5,Good product and service. Thxs shopee,2025-04-26 00:00:29;;;;
"A Google user,1,""sumpah lemot banget, aplikasi gak responsif, aku orgnya ga sabaran jd mending uninstall ini app drpd kesel. jgn cuma lancar di ios doang, tingkatin ni aplikasi biar lancar juga di android. percuma user banyak tp gaada peningkatan di kualitas aplikasinya"",2025-04-25 23:56:32";;;;
supeno sukardi,1,Mohon kalau kasih voucher itu yang niat please. Percuma ngasih notif voucher ini itu tapi ujung2nya pesanan dibatalkan oleh sistem. Voucher gede2 ga bisa dipake ya buat apa?. Kalau mau ngasih voucher yg niatlah beneran ngasih voucher,2025-04-25 23:17:44;;;;
Sidi Laz,5,nive,2025-04-25 22:22:23;;;;
Maeve vinca Scamander,1,expedisi shopee jelek dan terlalu lama,2025-04-25 21:50:22;;;;
asep priyatna,5,topppp,2025-04-25 21:49:28;;;;
"Suzukaze,1,""Don't want to get involved but, this app might seemed use a virus to spread their automatic pop ads, forcing you to open their app's when you are currently on internet. Until now, i've never understand why google still want this kind of app lingering around."",2025-04-25 21:23:21";;;;
"Fauzan Akmal,1,""lol, good trap 'voucher deals' on shopee food"",2025-04-25 20:59:24";;;;
arif sumarlin,3,shopee video hapus dah ga guna banyak konten gak jelas,2025-04-25 20:32:36;;;;
Indah Laptop,1,ada shopee voucher deal murah 12rb pas di beli eh ternyata sama ongkirnya 50rb lebih mana gk bisa dibalikin lagi kecewaaaaaaaaaaaa.,2025-04-25 19:49:48;;;;
BoWoo SN,4,recommended,2025-04-25 19:24:27;;;;
Geek Game,1,defaultnya ke live/video bukan ke home jd berat bikin males belanja,2025-04-25 19:10:49;;;;
Nisaa Aminah,1,laggy.,2025-04-25 18:55:01;;;;
Ilham Jayadi,5,Banyak pilihan toko dan variasi produk,2025-04-25 17:55:42;;;;
Recky Hafid,5,innovative,2025-04-25 17:34:22;;;;
Irvinia Arumsari,5,banyak promo dan diskon,2025-04-25 17:13:24;;;;
Octovian,5,all good 👍,2025-04-25 17:06:28;;;;
senu da,5,murahhhhhhhhhhh mampusss wkakkak,2025-04-25 17:01:33;;;;
"Agus Fadillah Sani,5,""Program loyalitas lebih banyak, bekerjasama dengan BI (lebih dari OJK), lebih cenderung memprioritaskan hak konsumen (daripada Tokopedia yang hanya menguntungkan dia sendiri dan penjual saja. Banyak konsumen dirugikan.), program COD Cek Dulu dan gratis return (baru pertamakali saya tahu dengan fitur seperti ini. Lebih mengerti masyarakatnya, daripada yang mementingkan keuntungan dirinya sendiri .) Emang gak salah, saya yakin Shopee bisa lebih berkembang dan makin maju."",2025-04-25 16:26:06";;;;
"Nana Cahyanti (Nana),1,""saya cuma hapus akun, dipersulit. cuma mau ngeluarin dana yg udh nyangkut di sopi yg gak jelas ituuu. padahal udh fix gak akan pake ini akun lg selanjutnya seterusnya"",2025-04-25 16:23:09";;;;
"Val Desi,5,""Tiap pesan produk di Shopee, lancar2 saja, dan prosesnya cepat, gak pernah ada masalah."",2025-04-25 16:14:19";;;;
"Debora Maretauli,2,""aplikasi setelah di update jadi ngecrash, cuma berhenti di splash screen aja habis itu gak masuk ke homepage, padahal sebelum di update masih lancar aja bukanya. gimana ini"",2025-04-25 15:42:00";;;;
"b,1,""if i could rate with no star, i will. scam."",2025-04-25 15:34:04";;;;
denali angga,5,bermanfaat,2025-04-25 14:03:24;;;;
"Riki Irmanda,1,""TOLONG YA DI PEMBATALAN PESANAN SHOPEE TAMBAHKAN OPSI PENJUAL MEMINTA PEMBATALAN PESANAN, SEKALIAN TAMBAHKAN JUGA UPLOAD GAMBAR, BIAR BISA KASI BUKTI CHAT KALO PENJUAL YG MEMINTA PEMBATALAN PESANAN. HERAN, STOK KOSONG, BUKANNYA BATALKAN SENDIRI MALAH MINTA PEMBELI YANG BATALKAN PESANAN, KALO 1X SIH GPP, LAH INI LEBIH DARI 1X...."",2025-04-25 13:52:17";;;;
Didik nugroho Slamet,5,good & responsif,2025-04-25 13:25:54;;;;
achmad syamsuddin,5,profesional,2025-04-25 13:24:16;;;;
Cylinder Jack,5,josssss. Mantaap,2025-04-25 12:47:31;;;;
Donna Lubis,5,it helps me,2025-04-25 12:46:03;;;;
muis farid,5,mantap,2025-04-25 12:38:21;;;;
"Viexx,1,""baru aja update, pas masuk mau pake shopee food ada yg lagi live.... sudah berisik, gak bisa di close, suara double... bisa gak di kasih pilihan buat di matiin itu live, gak semua orang suka liat live gituan... silakan liat sekarang banyak yg complain di Chat live nya (25/04/2025, 12.37 wib). di segerakan bikin option buat close nya."",2025-04-25 12:37:55";;;;
Dea Saraswati Pramaningrum,1,fitur live shopeefoodnya annoying gbs dimute,2025-04-25 12:26:58;;;;
Deni Yow,5,all in one,2025-04-25 11:44:35;;;;
al f,1,maksa bgt nonton live. jangan norak ganggu aja kalo mau buka tempat publik auto setel aja,2025-04-25 11:35:34;;;;
Widiandaru Wiryawan,1,Live video is now encroaching food section and no option to turn it off or mute it.,2025-04-25 11:33:53;;;;
R reyhan,1,iklannya scam banget tanda silang nya,2025-04-25 11:32:14;;;;
A,1,update di shopeefood dengan adanya live sangat berisik tidak nyaman saat memilih makanan,2025-04-25 11:31:38;;;;
"Keluolinde,1,""Cheap shopping free shipping ❌ expensive shopping free shipping ✅ Ain't it funny, it's the same, you must shop expensively so you don't get charged shipping, when you shop a little 2$ you get charged shipping. It's hard to save money if I was forced to buy expensive."",2025-04-25 11:21:48";;;;
"Anwar Noer,5,""Rekomen utk semua pesanan, pertahankan."",2025-04-25 10:30:11";;;;
Yusuf Al-Ghiffari,1,super laggy and ux not user friendly. Please make this app more efficiently and minimalist.,2025-04-25 10:19:17;;;;
"Muhammad Bn,3,""saran saya hapus aja tombol pesanan diterima sebelum paket datang, ganggu aja itu bikin panik.. cukup ada pas udah pesanan benar"""" diterima"",2025-04-25 10:08:07";;;;
Ahmad,5,shopee has the best deals,2025-04-25 10:06:00;;;;
"Akhmad Syarif,1,""Tidak ada pilihan jasa kurir, saya jadi tidak bisa menghindari JNE"",2025-04-25 09:17:02";;;;
Maria,5,best.but sometimes the price a little bit expensive from another store.Toktok.,2025-04-25 09:03:33;;;;
"rirr,2,""Halo Shopee, Tolong ya, pengiriman jangan lelet kayak sinyal di gunung. Barang udah dibayar, masa nyampe-nya seminggu kemudian? Voucher juga jangan suka ngilang pas mau dipake. Apalagi voucher ongkir, jangan disungkir dong—maunya sih full gratis ongkir, bukan cuma potongan."",2025-04-25 08:13:02";;;;
Triozi Zulharmen,1,So many scam. The new member do not get or claim free discount or cashback voucher. Gift after filling the survey also lead to empty or deleted site. UI is also crowded with to many things which might be difficult to find what we want. Free charge payment methods are limited with shopeepay or seabank. shopee also do not have various expedition companies to choose.,2025-04-25 07:31:38;;;;
Teddy Tanuardo,5,awesome,2025-04-25 07:31:33;;;;
Linda Kusumadewi,5,goood,2025-04-25 06:45:05;;;;
nirwan adhi witanto,5,aplikasi yg membantu dalam segala urusan,2025-04-25 05:52:06;;;;
"Macaron,1,""Gimmick! Slogan program shopee vip """"gratis ongkir instan tanpa batas"""" nyatanya sekarang dibatasi, sebulan cuma dikasih 10x freeongkir minbel 0, sisanya minbel besar 30k haha lawak sekali"",2025-04-25 05:51:58";;;;
"ade saprudin,5,""Lemot, loading lama, ngeblank, barang yg muncul tidak semua"",2025-04-25 05:28:04";;;;
Davidch,5,niceee,2025-04-25 03:49:57;;;;
"Lily Rossalia,2,""why so lagging, and sometimes the sound from live still on even when you closed the app"",2025-04-25 03:40:52";;;;
Kian Noah,5,good,2025-04-25 01:04:42;;;;
Kezia Lovely Tampubolon,5,trusted,2025-04-25 00:49:39;;;;
Lucky Ruhupatty,5,mantap,2025-04-25 00:42:02;;;;
Rangga Kusuma Putra (rakustra),5,SANGAT BERGUNA!,2025-04-25 00:00:17;;;;
"マリアジェフリー,5,""this rating is temporary, ill see ur service 1st regarding me as seller. it is the same as tokopedia rule"",2025-04-24 23:29:36";;;;
Fadli Firdaus,5,free delivery i like it,2025-04-24 23:10:30;;;;
"Diananda Rizki,1,""pesanan shoppefood jadi lama karena ada order gabungan, masa makanan datang 2 jam, maaf ya saya kasih bintang 1"",2025-04-24 22:08:32";;;;
chandra restanto,5,pengiriman cepat dan barang d terima dgn baik..,2025-04-24 21:46:27;;;;
"Sih Canss,3,""kenapa pas mau co barang, voucher gabisa digunain pdhl udh ganti voucher, ganti metode pembayaran, ganti jasa kirim ehh yg bnr ak mo blnja jg jdi ribett bgtt"",2025-04-24 21:44:19";;;;
Iam Happy,5,gud,2025-04-24 21:28:57;;;;
Aris Ahmad Khaidir,2,Shopee tanpa J&T = PENGIRIMAN SETAHUN LAMANYA,2025-04-24 20:37:10;;;;
Sumantri Great,5,the best services only on shoope,2025-04-24 20:33:11;;;;
"Angel Knives,1,""Same day sampenya 3 hari kemudian, kompensasinya cuma dikasih voucher yg expired dalam beberapa hari, diskon kecil lg. Belum lg makin lemot ni aplikasi."",2025-04-24 20:11:27";;;;
Fendi,1,tolong di perbaiki lagi kurir nya khususnya SPX...banyak banget kurir yang tidak mengantar paket ke pembeli..tiba tiba status di tolak pembeli..padahal pembeli saja tidak di kabari kurir kalau akan mengantar paket..mohon ubah kebijakan khususnya untuk kurir SPX..kalau paket di tolak minimal ada bukti penolakan dr pembeli..baik itu SS chat atau foto rumah pembeli untuk membuktikan kalau kurir benar mengantar paket..bukan seenaknya tidak antar paket terus status di ubah jadi pembeli menolak paket.,2025-04-24 19:53:18;;;;
Chris Leo,5,to know the technology,2025-04-24 19:51:15;;;;
"IGYM,5,""Aplikasi yang user friendly. Belanja mudah, cepat, aman."",2025-04-24 19:14:54";;;;
"hasya nabila,2,""semakin ke sini makin buruk, awalnya pesanan cepat sampe max 2 hari. sekarang lebih 3 hari bahkan telat 5 hari. ditambah ada pengajuan pengembalian dana status selesai tp saldo belum masuk. CS yg nya hanya kasih janji2 saja"",2025-04-24 18:58:23";;;;
"bayu nur aqsha,1,""aplikasi sampah,buka shopee malah keluar video feed nya,mana bikin lemot hp lagi"",2025-04-24 18:10:41";;;;
"indanaa,1,""bagus sih, tapi pas check out, malah ada """"M02/D02: Kamu telah menggunakan promo ini. Mohon coba promolainnya. Jika tetap melanjutkan check out, akunmu dapat di blokir sesuai Kebijakan Shopee yang berlaku."""" why??? INI PENTING LOH, BUAT TUGAS SEKOLAH, kalau toko yang lain malah ga nerima COD. mohon di perbaiki"",2025-04-24 17:51:08";;;;
"Ini Ony,1,""Menu pencarian produk sangat tidak bisa diandalkan. Bahkan produk yang jelas ada dan sudah saya masukkan ke keranjang, shopee tidak bisa mencari produk yang saya maksud. Menu sortir juga tidak bisa diandalkan. Saat mencoba menyortir barang carian dengan harga terendah dulu, aplikasinya justru menyortir dengan harga tertinggi dulu. Tolong diperbaiki. Kenapa saat transaksi saya dibatalkan, untuk mentransfer uang kembali ke rekening bank saya harus ada biaya admin?"",2025-04-24 17:43:38";;;;
Clarissa Emily Saldius,5,bgs cepet dan bnyk diskon,2025-04-24 17:34:20;;;;
Kevin Julianto,1,Update terbaru ga bisa payment pake shopeepay,2025-04-24 17:00:48;;;;
tya,2,tolong dong buat pembayaran pake shopeepay jangan top up 50k dulu baru bisa di pake meresahkan banget please...,2025-04-24 16:31:13;;;;
Alex Rumondor,5,ok dong ...............,2025-04-24 15:55:51;;;;
"Shirley Sugeng,5,""I love to shop at Shopee. When there was problem with my package , like the courier was wrongly sent my package, shopee always there to help and within 1 day my package was already delivered at my door. y So dont ever hesitate to shop at shopee."",2025-04-24 15:38:54";;;;
"Mr Mardhi,1,""entah cs, ato kurir spx express tidak sopan, sudah di ss resi nelfon nanya resi lagi, dijawab sudah dilampirkan di chat, malah dijawab *lho kok ngatur* lah ini maksudnya apa?????? mau spx express spaylater, dan apapun bentuk produk dari shopee, itu merupakan tanggung jawab manajemen shopee id. karna itu merupakan produk turunan dari induk shopee indonesia."",2025-04-24 15:21:52";;;;
Bram Yuwan,5,good,2025-04-24 15:09:16;;;;
Jessica Gabriella,1,KESEL BANGET TOKO JUALAN DI BERHENTIKAN PERMANEN TANPA PERINGATAN ATAU PEMBERITAHUAN SEBELUMNYA.. UDAH AJUKAN BANDING DAN LAMPIRKAN SURAT PERJANJIAN PAKE MATERAI MALAH DI TOLAK CUMA ALASAN FILE GAK BISA KEBUKA.. CARI UANG GAK SEBERCANDA ITU,2025-04-24 15:05:06;;;;
Mitha Sa diyah,4,ngebug apsnya.. aneh,2025-04-24 14:49:28;;;;
Gresia Sitanggang,1,Super laggy and drain your data quickly. There are a lot of unnecessary ads and videos literally everywhere. Too many unnecessary features and the customer service doesn't help either. My order was also cancelled by the courier just because I asked for a photo of the item. Ridiculous. There're many big discounts and cashbacks that most of which aren't clear in amount.,2025-04-24 14:41:45;;;;
"cahya kharisma,1,""login melalui komputer selalu gagal, padahal sudah menggunakan qrcode"",2025-04-24 13:56:27";;;;
"King Hittler,2,""VIDEO IKLAN SANGAT MENGGANGGU aplikasi Shopee sekarang sangat mengganggu jika saat membuka aplikasi malah video iklan dengan suara yang sangat mengganggu, selain itu video yang muncul tiba-tiba sangat menyedot menghabiskan kuota pengguna. mohon memperbaiki aplikasi shopee jika tidak mau dihapus dari handphone para pengguna karena dianggap mengganggu."",2025-04-24 12:42:44";;;;
"Ari Dianing,5,""the apps is very useful, easy to use, reliable and trusted sellers. anything you need is available here 24/7"",2025-04-24 12:40:48";;;;
"Lan,1,""shopee yg sekarang sangat tidak memihak seller, biaya admin seller sudah sangat mahal tetapi kebijakan2 yg di buat merugikan seller, yang adil dong. Seharusnya seller juga di berikan kesempatan untuk mengajukan banding apakah mau menerima brg untuk di kembalikan atau tidak, terkadang jelas2 pembeli yg salah tapi tetap saja harus seller yg rugi."",2025-04-24 12:14:00";;;;
"Cepi Mulyawan,5,""bagus., pertahankan kualitas.."",2025-04-24 12:13:52";;;;
"Harris B,5,""fitur2 utk retur (dijemput kurir), fitur2 ulasan, discount2, voucher2, sangat berguna & membantu proses berbelanja dibanding aplikasi marketplace lain. Tinggal ditambah lagi saja keanekaragaman barang yang dijual"",2025-04-24 11:45:49";;;;
Lilis N,5,tpt belanja online yg mantep,2025-04-24 11:25:44;;;;
taufik ST,1,Lu akses kamera diam diam ya?? padahal sudah tidak diijinkan tapi masih bisa akses?? Parah Lu shopee!!! Yang pake shopee coba kalian cek baik2 permission history kalian..,2025-04-24 11:09:30;;;;
"Ca Ke,1,""Kalau ga niat ngasih promo koin, mending ga usah sekalian cok. Belum ada 1 menit, tapi promo shopee tanam 1k dan 2k udah habis aja. Gembell emang"",2025-04-24 10:05:38";;;;
markus deni,5,salah satu matketplace terbaik saat ini menurut saya lho ya,2025-04-24 09:53:43;;;;
"Dhian Rachman,5,""paling lengkap, paling murah, paling cepet pelayanan dan kurirnya, makasih shopee 🩷"",2025-04-24 07:13:23";;;;
Felix Adriane,5,keren,2025-04-24 06:17:48;;;;
Ra Tu,5,belanja mudah,2025-04-24 06:12:36;;;;
Zhafran Prawira,5,barang barangnya murah semua tapi kadang lemot atau barang nya bisa sampai 11 hari tapi gpp lah saya kasih bintang 5,2025-04-24 05:37:29;;;;
Mulianah Thalib,5,Saya sangat puas dengan berbelanja di aplikasi shope dengan aplikasi shope saya bisa buka usaha jualan pakaian berbagai macam dan dapat keuntungan walau tidak besar tapi bisa untuk makan sehari hari,2025-04-24 04:46:09;;;;
"budi lojor,5,""tempat belanja saya ketika nyari printilan sparepart apa aja, gampang cara pembayarannya, relatif aman."",2025-04-24 04:37:57";;;;
"TheKiput,3,""tidak bisa menggunakan cc uob bank. sudah hubungi cs tapi tidak ada solusi. cc dalam keadaan aktif dan dapat digunakan dimanapun, kecuali di shopee ini"",2025-04-24 04:36:31";;;;
"Rainbowmartis6,1,""Di saat semua aplikasi yang lain punya thema MODE MALAM, apakah cuma shopee yang ketinggalan zaman?????"",2025-04-24 01:23:43";;;;
Murni Saraswati,5,love shopee,2025-04-23 23:52:39;;;;
"Ethan,1,""shopee tanam sejak Maret 2025, sudah tidak ada opsi tanam yang dapat 100% cashback 15rb koin untuk pembelian pulsa, paket data, dan pln."",2025-04-23 23:40:15";;;;
Wawan Budiyono,5,mantap,2025-04-23 23:35:59;;;;
"Veronica,2,""Now it happened that I cannot checkout using voucher anymore, it will be automatically cancelled if I use voucher and the recent is always cancelled due to abnormalities detected. Recently, the problem was discovered (with help by CS after several times call) as my account and my husband account was detected by shopee system as 1 same human because we share the same recipient address and buy from same shops. why so funny? we both are verified platinum, you can check it out! VERY DISAPPOINTING!"",2025-04-23 21:55:02";;;;
Michael Neal,1,so laggy,2025-04-23 21:26:28;;;;
darren Noah marteen,1,this app is sucks!,2025-04-23 20:15:01;;;;
Aris Plato,5,mantepp,2025-04-23 19:49:41;;;;
Ifah_KS_ TK Islam Sabilina,5,good job pelayanannya.,2025-04-23 19:47:55;;;;
"Arief Rahmat Saputra,5,""mantap, sudah tidak ada iklan, pop-up, atau live video yg mengganggu. pertahankan ges"",2025-04-23 19:12:10";;;;
Zawaliyah Laila Sitta Sibthina,5,Overall good so helpful 🫶🏻,2025-04-23 18:23:09;;;;
"arifin NOT,1,""AKU BENCI UPDATE TERBARU, buka"""" aplikasi langsung mucul video shorts dan berisik, KADANG VOLUME/SUARA BOCOR"""" buka menu lihat"""" produk suara dari video masih ada. ganggu, kurangi game"""" kita niat belanja bukan main game"""" bocah"",2025-04-23 18:22:38";;;;
Ocke Ruwahyu,5,👍,2025-04-23 18:20:20;;;;
Sukma Amr Difa Al Balad,5,suka,2025-04-23 18:14:34;;;;
rezzaherdiyanto,5,good,2025-04-23 18:09:57;;;;
Mirza Hendrawan,3,tidak bisa landscape di tab,2025-04-23 17:38:02;;;;
Ladang Cuan,1,udah order shopee food yang express tapi masih ajah di bikin orderan ke 2 sama shopee,2025-04-23 17:04:26;;;;
"Amaya Seraphine,1,""kenapa sih pas buka awal awal selalu ke shopee short video? udah ngelag banget, audionya juga kadang ga bisa ilang"",2025-04-23 15:12:08";;;;
RUWAIDI,4,sangat baik,2025-04-23 15:08:58;;;;
"odelia jocelyn,1,""sistem kerja shopeenya jelek, akun ga melakukan kecurangan, dibilangnya melakukan kecurangan tanpa di cek dengan benar"",2025-04-23 14:36:56";;;;
Aditya Nugroho,5,bagus dan mudah digunakan,2025-04-23 14:35:47;;;;
"Zed Social,4,""tambahkan fitur (urutan terbaru) pada penilaian produk , plus pembayaran melalui DANA , supaya ga mbolak-balik ke DANA apps hanya untuk top up shopee pay, karena males akhirnya milih opsi COD 😮‍💨"",2025-04-23 14:29:12";;;;
Adi Kurniawan,1,aplikasinya super berat. cs nya menjanjikan pengembalian dana kompensasi. namun saat ditagih hanya diberikan voucher dengan proses yang lama,2025-04-23 13:46:51;;;;
Kevie Anhar,5,best,2025-04-23 13:07:45;;;;
Nyoto Narwi,5,Complete catalog dan food quality merchandise with economic price.,2025-04-23 12:34:12;;;;
